carat,cut,color,clarity,depth,table,price,x,y,z,rowid
0.70,Very Good,E,SI1,63.00,55.00,2537.00,5.61,5.66,3.55,52577
0.71,Ideal,G,VS2,61.60,55.00,2537.00,5.74,5.78,3.55,52578
0.70,Ideal,E,SI1,62.80,56.00,2537.00,5.69,5.72,3.58,52579
0.70,Ideal,E,SI1,60.60,57.00,2537.00,5.71,5.77,3.48,52580
0.70,Ideal,E,SI1,61.90,55.00,2537.00,5.74,5.77,3.56,52581
0.70,Very Good,G,VS2,63.30,57.00,2538.00,5.62,5.66,3.57,52582
0.59,Premium,D,VVS2,62.60,58.00,2538.00,5.40,5.34,3.36,52583
0.97,Fair,J,SI2,60.80,67.00,2538.00,6.41,6.32,3.87,52584
0.70,Very Good,G,VS2,59.30,60.00,2539.00,5.77,5.83,3.43,52585
0.79,Good,D,SI2,63.90,56.00,2539.00,5.89,5.84,3.75,52586
0.72,Ideal,I,VS1,60.70,57.00,2539.00,5.78,5.81,3.51,52587
0.79,Ideal,I,SI1,60.50,58.00,2539.00,5.97,5.99,3.62,52588
0.73,Fair,D,SI1,64.50,56.00,2539.00,5.70,5.65,3.66,52589
0.96,Fair,G,SI2,66.80,61.00,2539.00,6.15,6.04,4.07,52590
0.70,Very Good,H,VS1,62.30,57.00,2540.00,5.68,5.72,3.55,52591
0.72,Very Good,F,SI1,62.30,57.00,2540.00,5.72,5.77,3.58,52592
1.03,Good,I,I1,57.90,59.00,2540.00,6.67,6.62,3.85,52593
0.96,Fair,I,SI2,66.30,58.00,2540.00,6.07,5.90,3.97,52594
0.70,Ideal,H,VVS1,62.00,57.00,2541.00,5.66,5.70,3.52,52595
0.75,Good,D,SI2,59.90,61.00,2541.00,5.90,5.96,3.55,52596
0.53,Very Good,D,VVS2,60.50,57.00,2542.00,5.23,5.31,3.19,52597
0.53,Very Good,E,IF,59.80,60.00,2542.00,5.28,5.35,3.18,52598
0.80,Good,E,SI2,61.40,59.00,2542.00,5.94,6.01,3.67,52599
0.70,Ideal,E,SI1,62.20,57.00,2542.00,5.72,5.67,3.54,52600
0.71,Very Good,G,VS2,61.50,57.00,2543.00,5.69,5.73,3.51,52601
0.83,Very Good,G,SI2,63.30,57.00,2543.00,5.97,5.91,3.76,52602
0.83,Premium,G,SI2,61.90,56.00,2543.00,6.04,5.97,3.72,52603
0.71,Ideal,G,VS2,62.50,56.00,2543.00,5.67,5.72,3.56,52604
0.84,Very Good,J,VS1,61.90,58.00,2544.00,6.03,6.05,3.74,52605
0.61,Ideal,G,VVS1,62.70,58.00,2544.00,5.39,5.43,3.39,52606
0.83,Premium,E,SI2,62.00,61.00,2544.00,6.05,5.98,3.73,52607
0.82,Premium,F,SI2,62.50,59.00,2544.00,6.00,5.94,3.73,52608
0.70,Very Good,G,SI1,62.50,59.00,2545.00,5.69,5.73,3.57,52609
0.75,Very Good,G,SI1,60.90,58.00,2545.00,5.84,5.88,3.57,52610
0.81,Very Good,G,SI2,63.40,58.00,2545.00,5.87,5.92,3.74,52611
0.51,Ideal,E,VVS2,60.70,58.00,2545.00,5.19,5.17,3.14,52612
0.72,Ideal,F,VS2,62.50,56.00,2546.00,5.73,5.76,3.59,52613
0.57,Ideal,D,VS2,61.30,56.00,2546.00,5.35,5.42,3.30,52614
0.70,Good,D,SI1,62.60,62.00,2546.00,5.61,5.64,3.52,52615
0.77,Premium,H,VS2,59.40,60.00,2546.00,6.00,5.96,3.55,52616
0.71,Good,D,SI1,64.10,56.00,2547.00,5.63,5.60,3.60,52617
0.71,Premium,D,SI1,59.20,62.00,2547.00,5.83,5.80,3.44,52618
0.70,Very Good,H,SI1,61.10,56.00,2548.00,5.72,5.76,3.51,52619
0.73,Very Good,D,SI1,63.60,57.00,2548.00,5.68,5.71,3.62,52620
0.32,Very Good,D,SI1,62.90,56.00,550.00,4.38,4.40,2.76,52621
0.32,Good,D,SI1,63.70,55.00,550.00,4.31,4.33,2.75,52622
0.33,Ideal,F,SI1,60.60,56.00,550.00,4.46,4.49,2.71,52623
0.31,Very Good,I,VVS2,62.50,55.00,551.00,4.33,4.36,2.71,52624
0.34,Very Good,F,SI1,60.90,60.00,551.00,4.52,4.55,2.76,52625
0.33,Ideal,H,VS2,60.70,55.00,551.00,4.48,4.51,2.73,52626
0.36,Ideal,F,SI1,61.10,57.00,551.00,4.57,4.60,2.80,52627
0.35,Very Good,H,SI2,63.20,61.00,551.00,4.49,4.47,2.83,52628
0.35,Premium,H,SI2,62.00,58.00,551.00,4.50,4.47,2.78,52629
0.37,Premium,G,SI1,62.10,60.00,551.00,4.54,4.61,2.84,52630
0.37,Very Good,G,SI1,60.00,57.00,551.00,4.67,4.70,2.81,52631
0.32,Ideal,G,VS1,61.30,55.00,551.00,4.43,4.45,2.72,52632
0.33,Very Good,I,VVS2,61.60,57.00,552.00,4.43,4.45,2.73,52633
0.30,Very Good,G,VVS2,61.60,56.00,552.00,4.27,4.30,2.64,52634
0.27,Very Good,F,VVS2,61.30,62.00,552.00,4.15,4.20,2.56,52635
0.24,Very Good,F,VVS2,62.20,58.00,552.00,3.97,4.01,2.48,52636
0.24,Very Good,F,VVS2,62.30,58.00,552.00,3.95,3.98,2.47,52637
0.24,Very Good,F,VVS2,62.80,58.00,552.00,3.95,3.98,2.49,52638
0.24,Very Good,F,VVS2,62.00,58.00,552.00,3.95,3.98,2.46,52639
0.24,Very Good,F,VVS2,60.50,59.00,552.00,3.98,4.05,2.43,52640
0.27,Very Good,E,VVS2,62.00,60.00,552.00,4.15,4.17,2.58,52641
0.24,Very Good,E,VVS2,62.90,59.00,552.00,3.97,4.01,2.51,52642
0.24,Very Good,E,VVS2,60.80,58.00,552.00,3.99,4.03,2.44,52643
0.24,Very Good,E,VVS2,63.10,56.00,552.00,3.92,3.97,2.49,52644
0.24,Very Good,E,VVS2,60.30,58.00,552.00,4.03,4.06,2.44,52645
0.24,Very Good,E,VVS2,60.00,57.00,552.00,4.07,4.10,2.45,52646
0.24,Very Good,E,VVS2,62.40,58.00,552.00,3.96,3.99,2.48,52647
0.24,Very Good,E,VVS2,60.90,58.00,552.00,4.03,4.05,2.46,52648
0.24,Very Good,E,VVS2,61.60,59.00,552.00,3.98,4.01,2.46,52649
0.24,Very Good,E,VVS2,58.50,59.00,552.00,4.04,4.09,2.38,52650
0.62,Ideal,G,VVS2,61.80,57.00,2548.00,5.44,5.47,3.37,52651
0.72,Ideal,H,VS2,62.30,52.00,2548.00,5.76,5.82,3.61,52652
0.70,Ideal,H,SI1,60.50,57.00,2548.00,5.81,5.79,3.51,52653
0.72,Ideal,G,SI1,61.40,54.00,2548.00,5.79,5.81,3.56,52654
0.73,Ideal,G,SI1,60.10,57.00,2548.00,5.87,5.91,3.54,52655
0.72,Ideal,G,SI1,61.90,54.00,2548.00,5.78,5.81,3.59,52656
0.71,Very Good,G,VS2,63.30,56.00,2549.00,5.67,5.74,3.61,52657
0.73,Very Good,F,SI1,60.40,57.00,2549.00,5.86,5.89,3.55,52658
0.71,Very Good,I,VVS1,63.00,58.00,2549.00,5.60,5.67,3.55,52659
0.71,Premium,H,VS2,62.10,58.50,2549.00,5.68,5.73,3.55,52660
0.71,Good,I,VVS1,63.80,56.00,2549.00,5.65,5.70,3.62,52661
0.71,Good,I,VVS1,63.40,57.00,2549.00,5.67,5.71,3.61,52662
0.71,Very Good,I,VVS1,63.00,58.00,2549.00,5.66,5.68,3.57,52663
0.71,Premium,I,VVS1,62.00,58.00,2549.00,5.65,5.70,3.52,52664
0.77,Good,G,SI2,63.90,59.00,2550.00,5.84,5.78,3.71,52665
0.74,Very Good,I,VVS2,61.00,59.00,2550.00,5.83,5.85,3.56,52666
0.72,Very Good,H,VS2,60.80,59.00,2550.00,5.74,5.77,3.55,52667
0.78,Very Good,F,SI2,62.20,59.00,2550.00,5.89,5.94,3.68,52668
0.72,Premium,G,VS2,62.30,57.00,2550.00,5.74,5.69,3.56,52669
0.80,Ideal,G,VS2,60.10,57.00,2550.00,6.05,6.02,3.63,52670
0.70,Premium,D,SI1,62.60,58.00,2550.00,5.67,5.60,3.53,52671
0.52,Ideal,D,VS1,61.30,56.00,2550.00,5.21,5.22,3.20,52672
0.71,Ideal,E,SI2,62.70,56.00,2550.00,5.68,5.71,3.57,52673
0.70,Premium,G,VS2,62.90,62.00,2550.00,5.63,5.57,3.52,52674
0.72,Premium,G,VS2,61.40,57.00,2550.00,5.83,5.77,3.56,52675
0.88,Fair,I,VS2,57.40,67.00,2550.00,6.49,6.36,3.69,52676
0.70,Fair,D,SI1,66.20,57.00,2550.00,5.56,5.41,3.63,52677
0.76,Very Good,I,VS2,63.30,57.00,2551.00,5.79,5.83,3.68,52678
0.75,Very Good,D,SI2,63.30,58.00,2551.00,5.76,5.80,3.66,52679
0.59,Ideal,F,VVS2,61.70,56.00,2551.00,5.38,5.41,3.33,52680
0.59,Ideal,F,VVS2,62.10,57.00,2551.00,5.37,5.38,3.34,52681
0.76,Ideal,I,VS2,61.80,58.00,2551.00,5.84,5.87,3.62,52682
0.71,Ideal,D,SI2,62.70,55.00,2551.00,5.67,5.71,3.57,52683
0.70,Ideal,D,SI2,60.40,56.00,2551.00,5.78,5.81,3.50,52684
0.70,Ideal,F,SI1,60.60,56.00,2551.00,5.72,5.79,3.49,52685
0.59,Ideal,G,IF,59.50,58.00,2551.00,5.49,5.57,3.29,52686
0.58,Ideal,E,VVS2,62.10,56.00,2551.00,5.36,5.33,3.32,52687
0.70,Very Good,F,VS2,62.80,58.00,2552.00,5.60,5.64,3.53,52688
0.70,Very Good,F,VS2,63.90,59.00,2552.00,5.56,5.61,3.57,52689
0.71,Premium,E,SI1,60.10,60.00,2552.00,5.78,5.73,3.45,52690
0.74,Premium,G,SI1,61.00,60.00,2553.00,5.85,5.76,3.54,52691
0.69,Very Good,G,VVS2,63.80,53.70,2553.00,5.60,5.72,3.61,52692
0.70,Very Good,F,SI1,60.00,58.00,2553.00,5.75,5.79,3.46,52693
0.70,Very Good,F,SI1,61.50,60.00,2553.00,5.65,5.70,3.49,52694
0.71,Very Good,F,SI1,62.40,58.00,2553.00,5.64,5.68,3.53,52695
0.70,Ideal,E,VS2,61.90,57.00,2553.00,5.69,5.74,3.54,52696
0.70,Very Good,E,VS2,61.40,57.00,2553.00,5.70,5.73,3.51,52697
0.70,Very Good,E,VS2,62.80,57.00,2553.00,5.66,5.68,3.56,52698
0.75,Premium,H,VS2,62.80,56.00,2553.00,5.80,5.76,3.63,52699
0.80,Very Good,H,SI1,63.20,54.00,2553.00,5.93,5.88,3.73,52700
0.59,Ideal,E,VVS2,60.20,56.00,2553.00,5.46,5.51,3.30,52701
0.76,Ideal,G,SI2,61.70,55.00,2553.00,5.87,5.90,3.63,52702
0.70,Ideal,D,SI2,62.10,55.00,2553.00,5.68,5.73,3.54,52703
0.70,Fair,G,VS1,57.10,62.00,2553.00,5.89,5.94,3.38,52704
0.74,Premium,H,VS2,60.20,58.00,2553.00,5.92,5.88,3.55,52705
0.80,Premium,H,SI1,62.50,55.00,2553.00,5.97,5.93,3.72,52706
0.74,Fair,H,VS2,66.10,61.00,2553.00,5.60,5.57,3.69,52707
0.80,Premium,H,SI1,62.50,59.00,2553.00,5.96,5.91,3.71,52708
0.80,Ideal,H,SI1,62.40,57.00,2553.00,5.97,5.95,3.72,52709
0.74,Premium,F,SI1,62.70,59.00,2553.00,5.78,5.73,3.61,52710
0.74,Premium,G,SI1,60.50,58.00,2553.00,5.93,5.88,3.57,52711
0.74,Premium,E,SI2,59.10,60.00,2553.00,5.98,5.94,3.52,52712
0.52,Premium,D,VVS1,58.80,61.00,2553.00,5.31,5.27,3.11,52713
0.63,Premium,D,VS1,59.20,61.00,2554.00,5.60,5.55,3.30,52714
0.59,Very Good,F,IF,62.80,56.00,2554.00,5.31,5.36,3.35,52715
0.71,Premium,E,SI1,60.80,55.00,2554.00,5.85,5.80,3.54,52716
0.56,Ideal,F,VVS2,61.30,57.00,2554.00,5.31,5.35,3.26,52717
0.71,Premium,E,SI1,63.00,58.00,2554.00,5.72,5.68,3.59,52718
0.57,Ideal,F,VVS1,62.30,55.00,2555.00,5.31,5.32,3.31,52719
0.79,Premium,F,SI2,62.20,57.00,2555.00,5.94,5.90,3.68,52720
0.74,Ideal,F,SI2,60.60,57.00,2555.00,5.88,5.84,3.55,52721
0.61,Ideal,E,VS2,61.80,56.00,2556.00,5.42,5.46,3.36,52722
0.73,Very Good,H,VS1,61.40,58.00,2557.00,5.75,5.85,3.56,52723
0.76,Very Good,H,SI1,61.40,57.00,2557.00,5.89,5.94,3.63,52724
0.82,Ideal,I,VS1,61.40,57.00,2557.00,5.98,6.03,3.69,52725
0.74,Ideal,I,VS1,60.80,57.00,2557.00,5.86,5.88,3.57,52726
0.71,Ideal,I,VS1,62.20,54.00,2557.00,5.71,5.75,3.56,52727
0.73,Ideal,D,SI2,61.90,57.00,2557.00,5.76,5.81,3.58,52728
0.70,Very Good,H,VVS2,62.60,57.00,2558.00,5.63,5.65,3.53,52729
0.70,Very Good,H,VVS2,62.50,55.00,2558.00,5.65,5.68,3.54,52730
0.74,Very Good,D,SI2,61.40,57.00,2558.00,5.82,5.84,3.58,52731
0.88,Good,I,SI1,60.20,64.00,2558.00,6.18,6.22,3.73,52732
0.55,Ideal,F,VVS2,62.30,54.00,2558.00,5.27,5.29,3.29,52733
0.77,Ideal,I,VS2,61.20,59.00,2558.00,5.91,5.95,3.63,52734
0.71,Very Good,I,VVS1,63.30,57.00,2559.00,5.65,5.69,3.59,52735
0.70,Very Good,F,VS2,61.70,57.00,2559.00,5.71,5.74,3.54,52736
0.71,Very Good,H,VS1,62.70,57.00,2559.00,5.66,5.72,3.57,52737
0.71,Ideal,I,VVS2,61.40,58.00,2559.00,5.70,5.76,3.52,52738
0.73,Ideal,E,SI2,60.90,57.00,2559.00,5.80,5.83,3.54,52739
0.71,Good,F,VS1,58.00,61.00,2559.00,5.83,5.85,3.39,52740
0.81,Ideal,E,SI2,62.00,55.00,2559.00,6.00,5.96,3.71,52741
0.81,Premium,E,SI2,59.90,61.00,2559.00,6.08,6.05,3.63,52742
0.51,Ideal,E,VVS2,62.40,59.00,2559.00,5.07,5.12,3.18,52743
0.71,Ideal,I,VVS1,62.60,57.00,2559.00,5.66,5.69,3.55,52744
0.71,Ideal,I,VVS1,62.40,55.00,2559.00,5.69,5.76,3.57,52745
0.71,Ideal,H,VS2,61.70,55.00,2559.00,5.73,5.77,3.55,52746
0.71,Ideal,H,VS1,62.20,57.00,2559.00,5.66,5.73,3.54,52747
0.71,Ideal,H,VS1,62.40,56.00,2559.00,5.66,5.71,3.55,52748
0.70,Good,E,VS2,59.20,64.00,2559.00,5.80,5.75,3.42,52749
0.60,Premium,F,VVS2,61.10,58.00,2560.00,5.41,5.45,3.32,52750
0.70,Ideal,E,SI2,62.20,56.00,2560.00,5.67,5.64,3.52,52751
0.70,Fair,D,VS2,65.20,59.00,2560.00,5.58,5.55,3.63,52752
0.74,Premium,F,VS2,62.30,58.00,2560.00,5.77,5.72,3.58,52753
0.78,Ideal,G,SI2,62.10,54.00,2561.00,5.92,5.94,3.68,52754
0.73,Ideal,I,VVS1,61.70,57.00,2561.00,5.83,5.78,3.58,52755
0.72,Very Good,I,VVS1,62.80,56.00,2562.00,5.69,5.75,3.59,52756
0.70,Very Good,G,VS2,62.50,54.00,2562.00,5.63,5.69,3.54,52757
0.71,Very Good,H,VS1,63.90,60.00,2562.00,5.54,5.60,3.56,52758
0.72,Very Good,E,SI1,62.00,57.00,2562.00,5.73,5.76,3.56,52759
0.81,Very Good,H,SI1,59.10,57.00,2562.00,6.09,6.16,3.62,52760
0.62,Ideal,D,VS1,61.00,57.00,2562.00,5.51,5.54,3.37,52761
0.70,Premium,D,SI2,59.30,59.00,2562.00,5.79,5.74,3.42,52762
0.75,Ideal,I,VS1,59.90,57.00,2562.00,5.96,5.90,3.56,52763
0.70,Very Good,D,SI1,58.30,62.00,2563.00,5.78,5.84,3.39,52764
0.77,Premium,G,SI1,60.70,58.00,2563.00,5.95,5.98,3.62,52765
0.70,Very Good,G,VS2,58.70,53.00,2563.00,5.83,5.86,3.43,52766
0.53,Ideal,D,VVS2,62.20,56.00,2563.00,5.18,5.21,3.23,52767
0.77,Ideal,E,SI2,62.00,54.00,2563.00,5.89,5.92,3.66,52768
0.72,Good,F,SI1,64.00,61.00,2563.00,5.67,5.62,3.61,52769
0.73,Very Good,E,SI1,60.20,60.00,2564.00,5.81,5.86,3.51,52770
0.73,Very Good,G,SI1,58.80,61.00,2564.00,5.87,5.93,3.47,52771
0.80,Very Good,F,SI2,59.70,56.00,2564.00,6.05,6.11,3.63,52772
0.80,Ideal,F,SI2,61.80,56.00,2564.00,5.97,6.00,3.70,52773
0.75,Ideal,I,VS1,61.90,54.10,2564.00,5.82,5.85,3.61,52774
0.71,Ideal,D,SI2,61.50,56.20,2564.00,5.73,5.75,3.53,52775
0.91,Premium,F,SI2,59.80,58.00,2564.00,6.29,6.26,3.75,52776
0.73,Very Good,I,VVS2,62.30,58.00,2565.00,5.75,5.78,3.59,52777
0.70,Very Good,I,VVS1,62.10,58.00,2565.00,5.62,5.65,3.50,52778
0.78,Very Good,E,SI1,63.40,56.00,2565.00,5.84,5.90,3.72,52779
0.70,Very Good,D,SI1,63.70,60.00,2565.00,5.57,5.61,3.56,52780
0.63,Ideal,E,VS1,61.90,55.00,2565.00,5.46,5.50,3.40,52781
0.83,Ideal,H,SI2,62.30,54.00,2565.00,6.04,6.07,3.77,52782
0.70,Very Good,H,VS2,61.80,58.00,2567.00,5.64,5.68,3.50,52783
0.72,Very Good,E,SI1,62.90,54.00,2567.00,5.72,5.76,3.61,52784
0.58,Ideal,F,VVS2,62.20,56.00,2567.00,5.32,5.36,3.32,52785
0.70,Ideal,G,SI1,61.90,58.00,2567.00,5.66,5.69,3.51,52786
0.72,Premium,D,SI1,63.00,57.00,2567.00,5.74,5.69,3.60,52787
0.97,Very Good,I,SI2,63.40,58.00,2567.00,6.34,6.20,3.98,52788
0.58,Very Good,E,VVS1,59.40,63.00,2568.00,5.42,5.32,3.19,52789
0.72,Ideal,F,VS2,61.90,54.00,2568.00,5.77,5.74,3.56,52790
0.60,Ideal,H,VVS1,61.00,56.00,2568.00,5.44,5.47,3.33,52791
0.61,Very Good,G,VVS1,61.10,56.00,2569.00,5.47,5.50,3.35,52792
0.71,Very Good,H,VS1,62.10,55.00,2569.00,5.71,5.72,3.55,52793
0.70,Good,E,SI1,63.80,57.00,2569.00,5.59,5.63,3.58,52794
0.70,Good,E,SI1,63.30,60.00,2569.00,5.56,5.59,3.53,52795
0.70,Very Good,E,SI1,59.10,62.00,2569.00,5.74,5.80,3.41,52796
0.70,Very Good,E,SI1,61.70,62.00,2569.00,5.64,5.68,3.49,52797
0.70,Good,E,SI1,63.50,58.00,2569.00,5.62,5.65,3.58,52798
0.55,Ideal,F,VVS1,62.20,57.00,2569.00,5.25,5.27,3.27,52799
0.71,Very Good,E,SI1,60.30,58.00,2570.00,5.80,5.85,3.51,52800
0.83,Ideal,J,VS2,62.10,56.00,2570.00,5.98,6.03,3.73,52801
0.60,Ideal,G,IF,62.00,55.00,2570.00,5.39,5.44,3.36,52802
0.70,Good,D,SI1,61.60,62.00,2570.00,5.67,5.72,3.51,52803
0.94,Ideal,F,I1,61.50,55.00,2571.00,6.34,6.37,3.91,52804
0.71,Premium,F,VS2,61.00,59.00,2571.00,5.72,5.69,3.48,52805
1.30,Fair,E,I1,66.50,58.00,2571.00,6.79,6.75,4.50,52806
0.71,Premium,I,VVS1,62.00,58.00,2572.00,5.70,5.65,3.52,52807
0.71,Very Good,I,VVS1,63.40,57.00,2572.00,5.71,5.67,3.61,52808
0.71,Premium,I,VVS1,63.00,58.00,2572.00,5.67,5.60,3.55,52809
0.71,Good,I,VVS1,63.80,56.00,2572.00,5.70,5.65,3.62,52810
0.71,Premium,I,VVS1,63.00,58.00,2572.00,5.68,5.66,3.57,52811
0.71,Premium,H,VS1,62.90,57.00,2572.00,5.72,5.67,3.58,52812
0.71,Premium,H,VS1,62.40,58.00,2572.00,5.73,5.68,3.56,52813
0.71,Premium,H,VS1,59.10,61.00,2572.00,5.87,5.83,3.46,52814
0.71,Ideal,H,VS2,62.10,59.00,2572.00,5.73,5.68,3.55,52815
0.71,Premium,H,VS1,61.20,57.00,2572.00,5.83,5.77,3.55,52816
0.71,Very Good,E,SI1,59.30,55.00,2573.00,5.83,5.90,3.48,52817
0.71,Very Good,E,SI1,62.00,59.00,2573.00,5.69,5.76,3.55,52818
0.71,Very Good,E,SI1,62.90,57.00,2573.00,5.66,5.70,3.57,52819
0.72,Very Good,E,SI2,59.90,57.00,2573.00,5.85,5.90,3.52,52820
0.70,Very Good,F,SI1,62.40,56.00,2573.00,5.63,5.69,3.53,52821
0.75,Very Good,F,SI1,62.30,58.00,2573.00,5.80,5.86,3.63,52822
0.70,Ideal,F,SI1,61.40,57.00,2573.00,5.67,5.69,3.49,52823
0.70,Premium,D,SI2,60.40,60.00,2573.00,5.74,5.79,3.48,52824
0.75,Premium,F,SI1,61.70,58.00,2573.00,5.85,5.88,3.62,52825
0.70,Good,F,SI1,58.70,64.00,2573.00,5.77,5.78,3.39,52826
0.70,Very Good,F,SI1,59.40,59.00,2573.00,5.75,5.80,3.43,52827
0.70,Ideal,F,SI1,62.10,56.00,2573.00,5.65,5.67,3.51,52828
0.70,Ideal,G,VS1,61.40,55.00,2573.00,5.74,5.69,3.51,52829
0.84,Premium,G,SI2,62.60,58.00,2573.00,6.01,5.98,3.75,52830
0.71,Good,E,SI1,61.50,61.00,2573.00,5.64,5.67,3.48,52831
0.71,Good,E,SI1,58.40,61.00,2573.00,5.85,5.93,3.44,52832
0.70,Ideal,F,VS2,62.80,56.00,2573.00,5.70,5.67,3.57,52833
0.70,Premium,F,VS2,62.00,56.00,2573.00,5.72,5.67,3.53,52834
0.84,Premium,E,SI2,62.40,58.00,2574.00,5.99,5.97,3.74,52835
0.71,Very Good,G,VS2,63.10,54.00,2574.00,5.64,5.70,3.58,52836
0.71,Very Good,E,SI1,59.70,58.00,2574.00,5.76,5.80,3.45,52837
0.74,Very Good,E,SI2,61.00,57.00,2574.00,5.83,5.88,3.57,52838
0.74,Premium,G,VS1,59.50,58.00,2574.00,5.95,5.89,3.52,52839
0.70,Very Good,E,SI1,62.70,55.00,2575.00,5.63,5.67,3.54,52840
0.52,Ideal,F,IF,60.60,57.00,2575.00,5.21,5.22,3.16,52841
0.73,Ideal,I,VVS1,61.90,55.00,2575.00,5.78,5.82,3.59,52842
0.70,Ideal,D,SI2,61.30,57.00,2575.00,5.73,5.76,3.52,52843
0.70,Ideal,D,SI2,60.60,56.60,2575.00,5.75,5.77,3.49,52844
0.70,Ideal,D,SI2,62.10,56.00,2575.00,5.67,5.71,3.53,52845
0.70,Ideal,E,SI1,62.30,56.00,2575.00,5.68,5.72,3.55,52846
0.70,Ideal,E,SI1,60.20,57.00,2575.00,5.78,5.82,3.49,52847
0.61,Ideal,G,IF,61.70,55.00,2575.00,5.44,5.49,3.37,52848
0.70,Fair,G,VS2,66.50,57.00,2575.00,5.40,5.46,3.61,52849
0.70,Premium,E,SI1,61.00,56.00,2576.00,5.75,5.69,3.49,52850
0.70,Ideal,E,SI1,61.80,56.00,2576.00,5.72,5.68,3.52,52851
0.67,Ideal,G,VVS1,62.40,55.00,2577.00,5.60,5.62,3.50,52852
0.70,Good,G,VS1,63.50,61.00,2577.00,5.60,5.64,3.57,52853
0.83,Fair,I,VS2,64.90,58.00,2577.00,5.90,5.84,3.81,52854
0.59,Premium,E,VS2,62.50,56.00,2578.00,5.40,5.36,3.36,52855
0.59,Premium,E,VS2,60.10,59.00,2578.00,5.46,5.42,3.27,52856
0.72,Very Good,G,VS2,62.00,56.00,2578.00,5.75,5.77,3.57,52857
0.72,Very Good,E,SI1,62.10,57.00,2578.00,5.69,5.75,3.55,52858
0.72,Ideal,G,VS2,62.70,56.00,2578.00,5.72,5.76,3.60,52859
0.76,Ideal,H,SI1,62.00,56.00,2578.00,5.89,5.85,3.64,52860
0.50,Fair,E,VS2,79.00,73.00,2579.00,5.21,5.18,4.09,52861
0.50,Fair,E,VS2,79.00,73.00,2579.00,5.21,5.18,4.09,52862
0.51,Very Good,E,VVS1,62.20,60.00,2579.00,5.08,5.12,3.17,52863
0.76,Very Good,G,SI1,63.70,58.00,2579.00,5.75,5.80,3.68,52864
0.73,Premium,D,SI1,62.50,59.00,2579.00,5.75,5.68,3.57,52865
0.89,Fair,G,SI2,58.90,66.00,2579.00,6.26,6.16,3.66,52866
0.76,Premium,E,SI2,60.80,57.00,2580.00,5.89,5.85,3.57,52867
0.73,Ideal,E,SI2,61.20,54.00,2581.00,5.88,5.86,3.59,52868
0.73,Ideal,E,SI1,61.90,57.00,2581.00,5.74,5.79,3.57,52869
0.88,Good,I,SI1,60.20,64.00,2581.00,6.22,6.18,3.73,52870
0.73,Ideal,E,SI2,60.90,57.00,2581.00,5.83,5.80,3.54,52871
0.73,Premium,G,VS2,60.30,57.00,2581.00,5.88,5.82,3.53,52872
0.55,Ideal,F,VVS2,62.30,54.00,2581.00,5.29,5.27,3.29,52873
0.54,Ideal,F,VVS2,60.70,56.00,2582.00,5.27,5.30,3.21,52874
0.71,Ideal,I,VS2,61.60,57.00,2582.00,5.70,5.62,3.49,52875
0.53,Good,E,VVS2,63.40,61.00,2582.00,5.11,5.18,3.26,52876
0.82,Very Good,I,VS1,63.60,58.90,2583.00,5.88,5.93,3.76,52877
0.74,Very Good,F,SI1,61.50,58.00,2583.00,5.82,5.85,3.59,52878
0.74,Very Good,F,SI1,59.80,58.00,2583.00,5.89,5.94,3.54,52879
0.78,Ideal,G,SI1,62.80,56.00,2583.00,5.88,5.84,3.68,52880
0.54,Ideal,D,VVS2,61.60,54.00,2583.00,5.25,5.27,3.24,52881
0.73,Ideal,H,VS2,62.00,54.00,2583.00,5.79,5.83,3.60,52882
0.73,Ideal,G,SI1,62.10,54.00,2583.00,5.78,5.81,3.60,52883
0.73,Ideal,G,SI1,62.00,54.00,2583.00,5.81,5.84,3.61,52884
0.74,Ideal,F,SI1,62.20,54.00,2583.00,5.79,5.85,3.62,52885
0.70,Good,D,SI2,58.20,63.00,2583.00,5.78,5.83,3.38,52886
0.72,Premium,H,VS2,60.70,59.00,2583.00,5.84,5.80,3.53,52887
0.77,Very Good,I,VS2,60.20,59.00,2584.00,5.89,5.97,3.57,52888
0.84,Very Good,G,SI2,62.90,55.00,2584.00,5.99,6.12,3.80,52889
0.72,Premium,F,VS2,62.70,59.00,2584.00,5.71,5.75,3.59,52890
0.55,Very Good,D,VVS2,61.30,57.00,2585.00,5.26,5.28,3.23,52891
0.55,Very Good,E,VVS1,61.20,57.00,2585.00,5.27,5.29,3.23,52892
0.73,Very Good,G,SI1,60.60,59.00,2585.00,5.83,5.85,3.54,52893
0.70,Very Good,H,VVS2,58.80,58.00,2585.00,5.88,5.78,3.43,52894
0.72,Ideal,H,VS1,61.90,56.00,2585.00,5.73,5.78,3.56,52895
0.72,Very Good,E,VS2,61.90,56.00,2585.00,5.75,5.79,3.57,52896
0.73,Ideal,G,SI2,61.80,56.00,2585.00,5.76,5.83,3.58,52897
0.81,Premium,H,SI1,59.10,57.00,2585.00,6.16,6.09,3.62,52898
0.71,Very Good,I,VVS2,60.60,56.00,2586.00,5.82,5.77,3.51,52899
0.78,Very Good,F,SI2,62.40,59.00,2586.00,5.86,5.91,3.67,52900
0.73,Ideal,G,VS2,62.50,56.00,2586.00,5.78,5.74,3.60,52901
0.72,Ideal,I,VS1,61.40,58.00,2586.00,5.73,5.76,3.53,52902
0.72,Ideal,I,VS1,62.50,55.00,2586.00,5.74,5.78,3.60,52903
